20,ASPIRE 3 A315-56 NX.HS7EY.002,ACER,acer-aspire-3-a315-56-nxhs7ey002-i3-1005g1-8gb-256gb-w10-156inc,15.6,8GB,I3 1005G1,256GB,W10,https://cdn.dsmcdn.com/ty521/product/media/images/20220901/12/168009115/556787068/1/1_org_zoom.jpg
21,MACBOOK PRO MK1F3TU/A,APPLE,apple-macbook-pro-mk1f3tua-m1-0-16gb-1tb-macos-16inc,16,16GB,M1,1TB,MACOS,https://cdn.dsmcdn.com/ty362/product/media/images/20220315/17/70305226/302326685/1/1_org_zoom.jpg
22,MACBOOK PRO MNEH3TU/A,APPLE,apple-macbook-pro-mneh3tua-m2-0-8gb-256gb-macos-133inc,13.3,8GB,M2,256GB,MACOS,https://cdn.dsmcdn.com/ty539/product/media/images/20220920/18/177522575/574073391/1/1_org_zoom.jpg
23,MACBOOK AIR MLY43TU/A,APPLE,apple-macbook-air-mly43tua-m2-0-8gb-512gb-macos-136inc,13.6,8GB,M2,512GB,MACOS,https://cdn.dsmcdn.com/ty512/product/media/images/20220817/14/161464640/545994829/1/1_org_zoom.jpg
24,MACBOOK PRO MKGP3TU/A,APPLE,apple-macbook-pro-mkgp3tua-m1-0-16gb-512gb-macos-14inc,14,16GB,M1,512GB,MACOS,https://cdn.dsmcdn.com/ty453/product/media/images/20220613/9/124993692/292444480/1/1_org_zoom.jpg
25,MACBOOK AIR MLY33TUA1 Z16000102,APPLE,apple-macbook-air-mly33tua1-z16000102-m2-0-16gb-256gb-macos-136inc,13.6,16GB,M2,256GB,MACOS,https://cdn.dsmcdn.com/ty541/product/media/images/20220928/9/180703209/581535501/1/1_org_zoom.jpg
26,MACBOOK PRO MKGQ3TU/A,APPLE,apple-macbook-pro-mkgq3tua-m1-0-16gb-1tb-macos-14inc,14,16GB,M1,1TB,MACOS,https://cdn.dsmcdn.com/ty264/product/media/images/20211206/13/5505228/331036763/1/1_org_zoom.jpg
27,MACBOOK PRO MYD82TU/A,APPLE,apple-macbook-pro-myd82tua-m1-0-8gb-256gb-macos-13inc,13,8GB,M1,256GB,MACOS,https://cdn.dsmcdn.com/ty437/product/media/images/20220519/11/113491740/129690931/2/2_org_zoom.jpg
28,MACBOOK AIR MLY13TU/A,APPLE,apple-macbook-air-mly13tua-m2-0-8gb-256gb-macos-136inc,13.6,8GB,M2,256GB,MACOS,https://cdn.dsmcdn.com/ty541/product/media/images/20220927/12/180274273/580525600/1/1_org_zoom.jpg
29,X515JA-EJ2120A2,ASUS,asus-x515ja-ej2120a2-i7-1065g7-16gb-256gb-freedos-156inc,15.6,16GB,I7 1065G7,256GB,FREEDOS,https://cdn.dsmcdn.com/ty407/product/media/images/20220423/22/96755235/456442387/1/1_org_zoom.jpg
30,X415EA-EK977,ASUS,asus-x415ea-ek977-i5-1135g7-8gb-256gb-freedos-14inc,14,8GB,I5 1135G7,256GB,FREEDOS,https://cdn.dsmcdn.com/ty444/product/media/images/20220602/16/120044340/492623463/1/1_org_zoom.jpg
31,X515EA-BQ1186W,ASUS,asus-x515ea-bq1186w-i5-1135g7-8gb-256gb-w11-156inc,15.6,8GB,I5 1135G7,256GB,W11,https://cdn.dsmcdn.com/ty497/product/media/images/20220802/19/153702007/534012728/1/1_org_zoom.jpg
32,TUF F15 FX506LH-HN004W,ASUS,asus-tuf-f15-fx506lh-hn004w-i5-10300h-8gb-512gb-w11-156inc,15.6,8GB,I5 10300H,512GB,W11,https://cdn.dsmcdn.com/ty491/product/media/images/20220725/19/149701017/528561343/1/1_org_zoom.jpg
33,ROG STRIX G15 G513IC-HN037,ASUS,asus-rog-strix-g15-g513ic-hn037-r7-4800h-16gb-512gb-freedos-156inc,15.6,16GB,R7 4800H,512GB,FREEDOS,https://cdn.dsmcdn.com/ty363/product/media/images/20220317/12/71390013/418206394/1/1_org_zoom.jpg
34,VIVOBOOK 15 X571LI-BQ377,ASUS,asus-vivobook-15-x571li-bq377-i7-10870h-8gb-512gb-freedos-156inc,15.6,8GB,I7 10870H,512GB,FREEDOS,https://cdn.dsmcdn.com/ty434/product/media/images/20220517/20/112803087/481529736/1/1_org_zoom.jpg
35,ROG ZEPHYRUS G14 GA401QC-BM206 BM20609,ASUS,asus-rog-zephyrus-g14-ga401qc-bm206-bm20609-r7-5800hs-40gb-2tb-freedos-14inc,14,40GB,R7 5800HS,2TB,FREEDOS,https://cdn.dsmcdn.com/ty484/product/media/images/20220720/15/146754703/524560649/1/1_org_zoom.jpg
36,X515JF-EJ354,ASUS,asus-x515jf-ej354-i5-1035g1-8gb-256gb-freedos-156inc,15.6,8GB,I5 1035G1,256GB,FREEDOS,https://cdn.dsmcdn.com/ty286/product/media/images/20220104/13/21515281/351491658/1/1_org_zoom.jpg
37,D515DA-BR998,ASUS,asus-d515da-br998-r3-3250u-4gb-256gb-freedos-156inc,15.6,4GB,R3 3250U,256GB,FREEDOS,https://cdn.dsmcdn.com/ty212/product/media/images/20211026/16/156776868/275530452/1/1_org_zoom.jpg
38,TUF A15 FA507RM-HN095,ASUS,asus-tuf-a15-fa507rm-hn095-r7-6800h-16gb-512gb-freedos-156inc,15.6,16GB,R7 6800H,512GB,FREEDOS,https://cdn.dsmcdn.com/ty469/product/media/images/20220706/13/136076084/515413748/8/8_org_zoom.jpg
39,TUF A15 FA507RM-HN082,ASUS,asus-tuf-a15-fa507rm-hn082-r7-6800h-16gb-512gb-freedos-156inc,15.6,16GB,R7 6800H,512GB,FREEDOS,https://cdn.dsmcdn.com/ty533/product/media/images/20220914/16/175212740/569243579/1/1_org_zoom.jpg
40,D515DA-BQ1253,ASUS,asus-d515da-bq1253-r3-3250u-8gb-256gb-freedos-156inc,15.6,8GB,R3 3250U,256GB,FREEDOS,https://cdn.dsmcdn.com/ty540/product/media/images/20220926/15/180024681/579067581/1/1_org_zoom.jpg
41,VIVOBOOK 15 X540UA-DM911,ASUS,asus-vivobook-15-x540ua-dm911-i3-7020u-4gb-256gb-freedos-156inc,15.6,4GB,I3 7020U,256GB,FREEDOS,https://cdn.dsmcdn.com/ty156/product/media/images/20210814/13/118506347/226965507/1/1_org_zoom.jpg
42,D515DA-BR3169,ASUS,asus-d515da-br3169-r3-3250u-4gb-256gb-freedos-156inc,15.6,4GB,R3 3250U,256GB,FREEDOS,https://cdn.dsmcdn.com/ty467/product/media/images/20220701/13/133381495/511044991/1/1_org_zoom.jpg
43,D515DA-BR1424,ASUS,asus-d515da-br1424-r3-3250u-8gb-256gb-freedos-156inc,15.6,8GB,R3 3250U,256GB,FREEDOS,https://cdn.dsmcdn.com/ty513/product/media/images/20220821/10/163404844/548661780/1/1_org_zoom.jpg
44,TUF F15 FX506LH-HN004W03,ASUS,asus-tuf-f15-fx506lh-hn004w03-i5-10300h-16gb-512gb-w11-156inc,15.6,16GB,I5 10300H,512GB,W11,https://cdn.dsmcdn.com/ty489/product/media/images/20220725/19/149700927/528561214/1/1_org_zoom.jpg
45,X571GTA4-HN1012A4,ASUS,asus-x571gta4-hn1012a4-i5-9300h-16gb-512gb-freedos-156inc,15.6,16GB,I5 9300H,512GB,FREEDOS,https://cdn.dsmcdn.com/ty206/product/media/images/20211020/0/152469119/268899985/0/0_org_zoom.jpg
46,X515JA-EJ2120A108,ASUS,asus-x515ja-ej2120a108-i7-1065g7-16gb-512gb-w11p-156inc,15.6,16GB,I7 1065G7,512GB,W11P,https://cdn.dsmcdn.com/ty407/product/media/images/20220423/22/96760727/456449064/1/1_org_zoom.jpg
47,ROG STRIX G513IE-HN065A16,ASUS,asus-rog-strix-g513ie-hn065a16-r7-4800h-16gb-512gb-w10-156inc,15.6,16GB,R7 4800H,512GB,W10,https://cdn.dsmcdn.com/ty540/product/media/images/20220926/22/180132924/579642085/1/1_org_zoom.jpg
48,X515JA-EJ2120A4,ASUS,asus-x515ja-ej2120a4-i7-1065g7-16gb-1tb-freedos-156inc,15.6,16GB,I7 1065G7,1TB,FREEDOS,https://cdn.dsmcdn.com/ty405/product/media/images/20220423/21/96750249/456436426/1/1_org_zoom.jpg
49,VIVOBOOK K3400PH-KM018,ASUS,asus-vivobook-k3400ph-km018-i5-11300h-16gb-512gb-freedos-14inc,14,16GB,I5 11300H,512GB,FREEDOS,https://cdn.dsmcdn.com/ty265/product/media/images/20211207/11/6237110/331759125/1/1_org_zoom.jpg
50,X515JA-EJ2120A3,ASUS,asus-x515ja-ej2120a3-i7-1065g7-16gb-512gb-freedos-156inc,15.6,16GB,I7 1065G7,512GB,FREEDOS,https://cdn.dsmcdn.com/ty424/product/media/images/20220509/13/107358934/474477130/1/1_org_zoom.jpg
51,D513UA-L1346,ASUS,asus-d513ua-l1346-r5-5500u-8gb-512gb-freedos-156inc,15.6,8GB,R5 5500U,512GB,FREEDOS,https://cdn.dsmcdn.com/ty373/product/media/images/20220326/16/76361813/426601079/1/1_org_zoom.jpg
52,INSPIRON 15 3511 I35111015U,DELL,dell-inspiron-15-3511-i35111015u-i5-1135g7-8gb-512gb-ubuntu-156inc,15.6,8GB,I5 1135G7,512GB,UBUNTU,https://cdn.dsmcdn.com/ty440/product/media/images/20220523/8/114971600/484876597/2/2_org_zoom.jpg
53,G15 5511 G55112306U,DELL,dell-g15-5511-g55112306u-i5-11260h-16gb-512gb-ubuntu-156inc,15.6,16GB,I5 11260H,512GB,UBUNTU,https://cdn.dsmcdn.com/ty519/product/media/images/20220902/22/168739590/542841093/1/1_org_zoom.jpg
54,G15 5511 G55112801U04,DELL,dell-g15-5511-g55112801u04-i7-11800h-64gb-1tb-freedos-156inc,15.6,64GB,I7 11800H,1TB,FREEDOS,https://cdn.dsmcdn.com/ty396/product/media/images/20220414/19/91946702/449495790/1/1_org_zoom.jpg
55,INSPIRON 3511 F35OBF821NA46,DELL,dell-inspiron-3511-f35obf821na46-i5-1135g7-16gb-512gb-w10p-156inc,15.6,16GB,I5 1135G7,512GB,W10P,https://cdn.dsmcdn.com/ty341/product/media/images/20220223/16/57408929/396254952/1/1_org_zoom.jpg
56,EXCALIBUR G770.1140-BVL0X-B,CASPER,casper-excalibur-g7701140-bvl0x-b-i5-11400h-16gb-512gb-freedos-156inc,15.6,16GB,I5 11400H,512GB,FREEDOS,https://cdn.dsmcdn.com/ty386/product/media/images/20220406/12/84413709/343124626/1/1_org_zoom.jpg
57,15-DW4010NT 6Y7Z9EA,HP,hp-15-dw4010nt-6y7z9ea-i5-1235u-8gb-512gb-freedos-156inc,15.6,8GB,I5 1235U,512GB,FREEDOS,https://cdn.dsmcdn.com/ty553/product/media/images/20221005/12/186410812/589622759/1/1_org_zoom.jpg
58,PAVILION 15 DK2080NT 68N55EA,HP,hp-pavilion-15-dk2080nt-68n55ea-i7-11370h-16gb-512gb-freedos-156inc,15.6,16GB,I7 11370H,512GB,FREEDOS,https://cdn.dsmcdn.com/ty439/product/media/images/20220525/16/116221036/487333877/1/1_org_zoom.jpg
59,PAVILION 15-EG0013NT 2Y7X6EA,HP,hp-pavilion-15-eg0013nt-2y7x6ea-i5-1135g7-8gb-256gb-w10-156inc,15.6,8GB,I5 1135G7,256GB,W10,https://cdn.dsmcdn.com/ty108/product/media/images/20210430/14/84113570/168995760/1/1_org_zoom.jpg
60,PAVILION 14-DV0029NT 4H0U5EA,HP,hp-pavilion-14-dv0029nt-4h0u5ea-i7-1165g7-8gb-512gb-w10-14inc,14,8GB,I7 1165G7,512GB,W10,https://cdn.dsmcdn.com/ty161/product/media/images/20210819/17/120217524/229810485/1/1_org_zoom.jpg
61,ZBOOK STUDIO G8 314G1EA,HP,hp-zbook-studio-g8-314g1ea-i7-11850h-32gb-1tb-w10p-156inc,15.6,32GB,I7 11850H,1TB,W10P,https://cdn.dsmcdn.com/ty331/product/media/images/20220214/19/50297959/387574138/1/1_org_zoom.jpg
62,PAVILION 15-EC2052NT 68N66EA,HP,hp-pavilion-15-ec2052nt-68n66ea-r7-5800h-16gb-512gb-freedos-156inc,15.6,16GB,R7 5800H,512GB,FREEDOS,https://cdn.dsmcdn.com/ty550/product/media/images/20221003/15/184882729/587391474/1/1_org_zoom.jpg
63,PAVILION 15-EC2051NT 68N67EA,HP,hp-pavilion-15-ec2051nt-68n67ea-r7-5800h-16gb-512gb-freedos-156inc,15.6,16GB,R7 5800H,512GB,FREEDOS,https://cdn.dsmcdn.com/ty410/product/media/images/20220425/16/97405357/447144351/1/1_org_zoom.jpg
64,ELITEBOOK 840 G8 336D6EA,HP,hp-elitebook-840-g8-336d6ea-i7-1165g7-16gb-512gb-w10p-14inc,14,16GB,I7 1165G7,512GB,W10P,https://cdn.dsmcdn.com/ty458/product/media/images/20220617/19/126898871/502129416/1/1_org_zoom.jpg
65,14S-FQ0014NT 227D6EA,HP,hp-14s-fq0014nt-227d6ea-r3-3250u-4gb-128gb-w10-14inc,14,4GB,R3 3250U,128GB,W10,https://cdn.dsmcdn.com/ty25/product/media/images/20201125/18/32521040/112935099/1/1_org_zoom.jpg
66,14S-FQ0014NT 227D9EA,HP,hp-14s-fq0014nt-227d9ea-r3-3250u-4gb-128gb-w10-14inc,14,4GB,R3 3250U,128GB,W10,https://cdn.dsmcdn.com/ty24/product/media/images/20201116/10/26710285/106450738/1/1_org_zoom.jpg
67,PROBOOK 450 G8 2X7X4EA,HP,hp-probook-450-g8-2x7x4ea-i5-1135g7-8gb-512gb-freedos-156inc,15.6,8GB,I5 1135G7,512GB,FREEDOS,https://cdn.dsmcdn.com/ty458/product/media/images/20220620/12/128009366/503438152/1/1_org_zoom.jpg
68,PAVILION 15-EC2059NT 68N74EA,HP,hp-pavilion-15-ec2059nt-68n74ea-r5-5600h-8gb-512gb-freedos-156inc,15.6,8GB,R5 5600H,512GB,FREEDOS,https://cdn.dsmcdn.com/ty544/product/media/images/20220930/16/181849292/463272710/1/1_org_zoom.jpg
69,PAVILION 15-EC2056NT 68N71EA,HP,hp-pavilion-15-ec2056nt-68n71ea-r5-5600h-8gb-512gb-freedos-156inc,15.6,8GB,R5 5600H,512GB,FREEDOS,https://cdn.dsmcdn.com/ty408/product/media/images/20220425/16/97403890/447158294/1/1_org_zoom.jpg
70,255 G8 4P3M3ES08,HP,hp-255-g8-4p3m3es08-r7-5700u-32gb-1tb-w10-156inc,15.6,32GB,R7 5700U,1TB,W10,https://cdn.dsmcdn.com/ty317/product/media/images/20220131/23/39951477/377032608/1/1_org_zoom.jpg
71,255 G8 4P3M3ES,HP,hp-255-g8-4p3m3es-r7-5700u-8gb-256gb-w10-156inc,15.6,8GB,R7 5700U,256GB,W10,https://cdn.dsmcdn.com/ty263/product/media/images/20211203/12/3528167/328435116/1/1_org_zoom.jpg
72,ELITEBOOK 630 G9 6S6Y3EA,HP,hp-elitebook-630-g9-6s6y3ea-i5-1235u-16gb-512gb-freedos-133inc,13.3,16GB,I5 1235U,512GB,FREEDOS,https://cdn.dsmcdn.com/ty547/product/media/images/20221003/12/184454397/586874853/1/1_org_zoom.jpg
73,ENVY 13-BA1009NT 4H0T7EA,HP,hp-envy-13-ba1009nt-4h0t7ea-i7-1165g7-16gb-512gb-w10-133inc,13.3,16GB,I7 1165G7,512GB,W10,https://cdn.dsmcdn.com/ty170/product/media/images/20210902/9/124923242/235966940/1/1_org_zoom.jpg
74,15-DA2033NT 9HN16EA,HP,hp-15-da2033nt-9hn16ea-i5-10210u-4gb-256gb-w10-156inc,15.6,4GB,I5 10210U,256GB,W10,https://cdn.dsmcdn.com/ty135/product/media/images/20210625/13/104333427/121343094/1/1_org_zoom.jpg
75,15S-EQ3004NT 68N36EA,HP,hp-15s-eq3004nt-68n36ea-r7-5825u-8gb-256gb-freedos-156inc,15.6,8GB,R7 5825U,256GB,FREEDOS,https://cdn.dsmcdn.com/ty523/product/media/images/20220903/14/168876317/558576889/1/1_org_zoom.jpg
76,PAVILION 13-BB0007NT 4J670EA,HP,hp-pavilion-13-bb0007nt-4j670ea-i7-1165g7-8gb-512gb-w10-133inc,13.3,8GB,I7 1165G7,512GB,W10,https://cdn.dsmcdn.com/ty270/product/media/images/20211216/18/12291663/339397937/1/1_org_zoom.jpg
77,OMEN 15-EN1018NT 4H0R8EA,HP,hp-omen-15-en1018nt-4h0r8ea-r7-5800h-16gb-1tb-freedos-156inc,15.6,16GB,R7 5800H,1TB,FREEDOS,https://cdn.dsmcdn.com/ty489/product/media/images/20220727/10/150658553/475837892/1/1_org_zoom.jpg
78,ZBOOK STUDIO G8 314F7EA,HP,hp-zbook-studio-g8-314f7ea-i7-11800h-16gb-512gb-w10p-156inc,15.6,16GB,I7 11800H,512GB,W10P,https://cdn.dsmcdn.com/ty257/product/media/images/20211127/19/156169/323919825/1/1_org_zoom.jpg
79,255 G8 4P3K9ES,HP,hp-255-g8-4p3k9es-r5-5500u-8gb-256gb-w10-156inc,15.6,8GB,R5 5500U,256GB,W10,https://cdn.dsmcdn.com/ty292/product/media/images/20220110/10/23935886/354814259/1/1_org_zoom.jpg
80,255 G8 4P3M4ES,HP,hp-255-g8-4p3m4es-r7-5700u-8gb-512gb-w10-156inc,15.6,8GB,R7 5700U,512GB,W10,https://cdn.dsmcdn.com/ty516/product/media/images/20220825/16/165572843/552353656/1/1_org_zoom.jpg
81,MATEBOOK D15 BOD-WFE9,HUAWEI,huawei-matebook-d15-bod-wfe9-i7-1165g7-16gb-512gb-w11-156inc,15.6,16GB,I7 1165G7,512GB,W11,https://cdn.dsmcdn.com/ty394/product/media/images/20220412/12/89104303/445405341/1/1_org_zoom.jpg
82,MATEBOOK D15 IRIS XE,HUAWEI,huawei-matebook-d15-iris-xe-i5-1135g7-8gb-256gb-w11-156inc,15.6,8GB,I5 1135G7,256GB,W11,https://cdn.dsmcdn.com/ty527/product/media/images/20220909/10/171163919/561701052/1/1_org_zoom.jpg
83,MATEBOOK 16S CREF-X9611T,HUAWEI,huawei-matebook-16s-cref-x9611t-i9-12900h-16gb-1tb-w11-16inc,16,16GB,I9 12900H,1TB,W11,https://cdn.dsmcdn.com/ty532/product/media/images/20220913/18/174936826/568816826/1/1_org_zoom.jpg
84,MATEBOOK 16,HUAWEI,huawei-matebook-16-r7-5800h-16gb-512gb-w11-16inc,16,16GB,R7 5800H,512GB,W11,https://cdn.dsmcdn.com/ty521/product/media/images/20220901/9/167922084/556589085/1/1_org_zoom.jpg
85,MATEBOOK D15 BOD-WDI9,HUAWEI,huawei-matebook-d15-bod-wdi9-i3-1115g4-8gb-256gb-w11-156inc,15.6,8GB,I3 1115G4,256GB,W11,https://cdn.dsmcdn.com/ty433/product/media/images/20220517/20/112817837/481543708/1/1_org_zoom.jpg
86,MATEBOOK D15 MBOOKD15R5,HUAWEI,huawei-matebook-d15-mbookd15r5-r5-5500u-8gb-512gb-w11-156inc,15.6,8GB,R5 5500U,512GB,W11,https://cdn.dsmcdn.com/ty318/product/media/images/20220202/14/41808255/378512354/1/1_org_zoom.jpg
87,THINKPAD E14 G2 20TA0055TX,LENOVO,lenovo-thinkpad-e14-g2-20ta0055tx-i7-1165g7-16gb-512gb-freedos-14inc,14,16GB,I7 1165G7,512GB,FREEDOS,https://cdn.dsmcdn.com/ty514/product/media/images/20220824/11/164893561/551293277/1/1_org_zoom.jpg
88,THINKPAD E15 G2 20TDS02VTX053,LENOVO,lenovo-thinkpad-e15-g2-20tds02vtx053-i7-1165g7-32gb-1tb-w11p-156inc,15.6,32GB,I7 1165G7,1TB,W11P,https://cdn.dsmcdn.com/ty387/product/media/images/20220407/10/85295995/439742382/1/1_org_zoom.jpg
89,IDEAPAD L3 82HL009KTX,LENOVO,lenovo-ideapad-l3-82hl009ktx-i5-1135g7-8gb-512gb-freedos-156inc,15.6,8GB,I5 1135G7,512GB,FREEDOS,https://cdn.dsmcdn.com/ty326/product/media/images/20220207/15/46281283/350855754/2/2_org_zoom.jpg
90,THINKPAD E15 G2 20TD0045TX,LENOVO,lenovo-thinkpad-e15-g2-20td0045tx-i5-1135g7-16gb-512gb-freedos-156inc,15.6,16GB,I5 1135G7,512GB,FREEDOS,https://cdn.dsmcdn.com/ty501/product/media/images/20220810/14/157494946/138347822/1/1_org_zoom.jpg
91,THINKBOOK 15 G3 ACL 21A40037TX,LENOVO,lenovo-thinkbook-15-g3-acl-21a40037tx-r7-5700u-8gb-512gb-freedos-156inc,15.6,8GB,R7 5700U,512GB,FREEDOS,https://cdn.dsmcdn.com/ty335/product/media/images/20220217/11/51620926/389546940/1/1_org_zoom.jpg
92,V14 82KC0005TX,LENOVO,lenovo-v14-82kc0005tx-r3-5300u-4gb-256gb-freedos-14inc,14,4GB,R3 5300U,256GB,FREEDOS,https://cdn.dsmcdn.com/ty482/product/media/images/20220718/13/143818986/523433148/1/1_org_zoom.jpg
93,THINKPAD L15 G2 20X4S25A00,LENOVO,lenovo-thinkpad-l15-g2-20x4s25a00-i7-1165g7-16gb-256gb-freedos-156inc,15.6,16GB,I7 1165G7,256GB,FREEDOS,https://cdn.dsmcdn.com/ty343/product/media/images/20220224/13/57962650/397080315/1/1_org_zoom.jpg
94,V15 G2 ALC 82KD0042TX,LENOVO,lenovo-v15-g2-alc-82kd0042tx-r5-5500u-8gb-256gb-freedos-156inc,15.6,8GB,R5 5500U,256GB,FREEDOS,https://cdn.dsmcdn.com/ty488/product/media/images/20220722/11/147418005/525730760/1/1_org_zoom.jpg
95,V14 G2 82KA0027TX,LENOVO,lenovo-v14-g2-82ka0027tx-i5-1135g7-8gb-512gb-w10-14inc,14,8GB,I5 1135G7,512GB,W10,https://cdn.dsmcdn.com/ty534/product/media/images/20220915/17/175584282/560731524/2/2_org_zoom.jpg
96,IDEAPAD 5 15ALC05 82LN00CCTX,LENOVO,lenovo-ideapad-5-15alc05-82ln00cctx-r5-5500u-8gb-512gb-freedos-156inc,15.6,8GB,R5 5500U,512GB,FREEDOS,https://cdn.dsmcdn.com/ty469/product/media/images/20220704/13/134977606/513429787/1/1_org_zoom.jpg
97,V15 82NB003GTX,LENOVO,lenovo-v15-82nb003gtx-i5-10210u-8gb-512gb-w10-156inc,15.6,8GB,I5 10210U,512GB,W10,https://cdn.dsmcdn.com/ty467/product/media/images/20220701/12/133364713/511042405/1/1_org_zoom.jpg
